Offset: 0, Movie: MoviePathHere, DataFile: (null)
Tracks: 01 Laugh, 02 Laugh, 03 Laugh, 05 Laugh, 06 Laugh, 07 Laugh, 08 Laugh, 09 Laugh, 10 Laugh, 11 Laugh, 12 Laugh, 14 Laugh, 15 Laugh
Time,Duration,TrackName,comment
405601,2958,03 Laugh,Smiling
406481,4318,08 Laugh,Not Smiling Laughing
408560,2320,03 Laugh,Not Smiling Laughing
408840,6200,05 Laugh,Laughing
409080,1840,12 Laugh,Not Smiling Laughing
409441,1199,07 Laugh,Not Smiling Laughing
409920,840,10 Laugh,Smiling
410601,1599,06 Laugh,Not Smiling Laughing
410641,3758,07 Laugh,Laughing
410680,5520,15 Laugh,Laughing
410761,4478,10 Laugh,Laughing
410800,1039,09 Laugh,Laughing
410800,2879,08 Laugh,Smiling
410800,4719,11 Laugh,Laughing
410881,1839,03 Laugh,Laughing
410921,9799,12 Laugh,Smiling
411240,2439,02 Laugh,Laughing
411840,1920,09 Laugh,Indeterminate
412239,3120,06 Laugh,Smiling
412760,10120,03 Laugh,Not Smiling Laughing
413680,2839,02 Laugh,Smiling
413680,5439,08 Laugh,Not Smiling Laughing
413761,8239,09 Laugh,Not Smiling Laughing
414400,6640,07 Laugh,Not Smiling Laughing
415041,1559,05 Laugh,Smiling
415240,6480,10 Laugh,Smiling
415360,5840,06 Laugh,Not Smiling Laughing
415520,5559,11 Laugh,Not Smiling Laughing
416201,5358,15 Laugh,Not Smiling Laughing
416321,2839,14 Laugh,Smiling
416520,4879,02 Laugh,Not Smiling Laughing
416640,5199,05 Laugh,Not Smiling Laughing
419120,9839,08 Laugh,Laughing
419161,1798,14 Laugh,Not Smiling Laughing
420721,6558,12 Laugh,Laughing
420960,7319,14 Laugh,Laughing
421041,8999,07 Laugh,Laughing
421080,9400,11 Laugh,Laughing
421201,7239,06 Laugh,Laughing
421400,14279,02 Laugh,Smiling
421560,10360,15 Laugh,Laughing
421721,8398,10 Laugh,Laughing
421840,7119,05 Laugh,Smiling
422001,6319,09 Laugh,Laughing
422881,1678,03 Laugh,Smiling
424560,2519,03 Laugh,Not Smiling Laughing
427080,2479,03 Laugh,Laughing
427280,30665,12 Laugh,Not Smiling Laughing
428280,12320,14 Laugh,Not Smiling Laughing
428321,12679,09 Laugh,Not Smiling Laughing
428480,3680,06 Laugh,Smiling
428960,15599,05 Laugh,Not Smiling Laughing
428960,28559,08 Laugh,Not Smiling Laughing
429560,1440,03 Laugh,Not Smiling Laughing
430041,2599,07 Laugh,Not Smiling Laughing
430160,2079,10 Laugh,Smiling
430519,31320,11 Laugh,Not Smiling Laughing
431001,4518,03 Laugh,Laughing
431921,7959,15 Laugh,Not Smiling Laughing
432200,4359,06 Laugh,Laughing
432240,3960,10 Laugh,Laughing
432641,2519,07 Laugh,Smiling
435161,5958,07 Laugh,Not Smiling Laughing
435520,27159,03 Laugh,Not Smiling Laughing
435680,26040,02 Laugh,Not Smiling Laughing
436239,3361,10 Laugh,Smiling
436560,6920,06 Laugh,Not Smiling Laughing
439601,1119,10 Laugh,Not Smiling Laughing
439881,7638,15 Laugh,Laughing
440601,3478,14 Laugh,Smiling
440721,16159,10 Laugh,Smiling
441001,4159,09 Laugh,Laughing
441120,3320,07 Laugh,Smiling
443481,7358,06 Laugh,Laughing
444119,881,14 Laugh,Not Smiling Laughing
444441,2958,07 Laugh,Laughing
444560,1839,05 Laugh,Smiling
445001,4678,14 Laugh,Laughing
445200,11280,09 Laugh,Not Smiling Laughing
446400,10480,05 Laugh,Not Smiling Laughing
447400,8360,07 Laugh,Not Smiling Laughing
447559,14481,15 Laugh,Smiling
449720,6880,14 Laugh,Smiling
450840,6160,06 Laugh,Not Smiling Laughing
455761,18318,07 Laugh,Laughing
456481,3318,09 Laugh,Laughing
456601,17899,14 Laugh,Laughing
456881,3918,05 Laugh,Smiling
456881,4119,10 Laugh,Laughing
457001,5678,06 Laugh,Smiling
457520,24460,08 Laugh,Laughing
457945,3495,12 Laugh,Smiling
459800,3920,09 Laugh,Not Smiling Laughing
460800,1080,05 Laugh,Not Smiling Laughing
461040,1759,10 Laugh,Smiling
461441,5999,12 Laugh,Laughing
461721,18358,02 Laugh,Smiling
461840,14679,11 Laugh,Laughing
461881,14136,05 Laugh,Laughing
462041,6318,15 Laugh,Laughing
462680,3399,03 Laugh,Smiling
462680,4240,06 Laugh,Laughing
462800,5039,10 Laugh,Laughing
463760,10359,09 Laugh,Laughing
466080,3719,03 Laugh,Not Smiling Laughing
466921,2239,06 Laugh,Indeterminate
467480,1639,12 Laugh,Smiling
467840,2760,10 Laugh,Smiling
